data 0
-8, 990, 110
-8, 991, 107
-8, 992, 107
-9, 992, 108
-8, 990, 107
-7, 992, 107
-6, 993, 106
-8, 990, 109
-9, 990, 110
-9, 991, 110
-8, 991, 109
-8, 990, 109
-8, 990, 109
-6, 992, 108
-7, 993, 106
-8, 993, 106
-7, 991, 107
-7, 992, 108
-8, 991, 108
-7, 990, 108
-8, 992, 106
-8, 993, 108
-8, 992, 106
-7, 991, 107
-8, 990, 107
-8, 990, 108
-8, 992, 107
-6, 991, 107
-8, 991, 109
-7, 991, 105
-7, 993, 106
-7, 992, 107
-7, 991, 105
-8, 993, 105
-8, 993, 106
-7, 992, 107
-8, 992, 108
-7, 991, 108
-7, 991, 108
-7, 991, 107
-7, 991, 107
-8, 992, 108
-7, 992, 108
-8, 993, 107
-7, 991, 110
-7, 991, 110
-6, 991, 111
-6, 991, 112
-8, 990, 112
-8, 991, 112
-8, 990, 113
-8, 991, 111
-9, 992, 111
-8, 991, 108
